ActualFlightTime,ActualTotalFuel,FLownPassengers,BagsCount,FlightBagsWeight
69,3140,180,38,490
103,4490,176,28,360
91,3633,158,25,330
152,6658,177,84,1090
148,6061,178,106,1380
94,3690,174,28,370
102,4310,182,70,920
135,6199,178,70,910
177,7380,174,68,880
141,6100,162,41,530
36,1730,75,9,117
200,8324,167,92,1199
93,4010,175,31,400
199,9240,180,62,809
94,4420,181,23,300
75,3150,162,28,360
56,2530,181,23,300
143,6512,172,57,740
60,2620,136,38,490
57,2700,165,28,370
75,3600,180,30,390
78,3500,135,31,270
68,3460,177,23,300
119,4760,162,42,550
94,4037,180,37,480
157,7020,167,45,590
189,8380,179,37,480
193,8070,161,43,560
93,4020,158,38,490
84,3660,181,12,140
20,1170,164,66,860
21,1200,176,71,920
38,1673,152,6,80
107,4570,152,48,620
90,3940,174,71,920
97,4050,144,54,410
68,3070,174,22,290
175,7406,183,97,1000
89,4600,168,40,530
110,4875,183,28,360
149,6100,179,52,680
106,4320,187,33,478
70,2930,169,22,280
169,7609,182,65,850
70,3310,177,21,270
226,9900,182,106,1378
37,1720,167,24,310
120,5440,172,66,860
62,5550,160,76,988
141,6326,174,38,490
74,2950,149,25,190
90,3880,157,20,260
111,4700,175,70,917
189,8413,185,112,1460
55,2500,172,22,290
110,4699,183,30,390
142,6410,184,125,1630
60,2580,161,38,490
43,2049,135,22,290
160,7070,174,53,690
251,11288,181,78,1010
129,5510,183,32,420
146,6490,177,44,570
116,4800,180,38,490
125,5270,178,42,550
102,4220,169,23,300
81,3590,179,38,490
250,10760,171,107,1400
50,2220,150,21,270
137,5920,179,46,600
229,9161,148,59,770
67,2900,171,38,490
83,3330,171,61,790
164,7401,185,70,910
78,3460,173,26,340
131,5769,174,46,600
114,5000,163,69,530
137,5828,168,40,520
71,3130,185,19,250
133,5340,157,44,570
85,3630,180,21,270
161,6875,175,100,1300
232,9650,173,76,990
97,3980,182,61,790
33,1780,160,59,770
73,3400,180,38,490
78,3370,177,24,310
64,2920,165,25,320
210,8988,175,70,910
155,6970,180,59,770
84,3550,184,22,300
97,4170,158,15,200
149,6825,183,35,460
77,3230,185,28,240
82,3920,187,43,550
142,6181,179,62,810
162,6860,186,70,910
127,5190,129,21,273
61,2620,135,21,270
63,3040,178,21,270
87,3850,164,17,220
78,3240,169,62,810
124,5080,181,96,1250
108,4500,181,25,330
182,7760,180,69,900
55,2590,183,25,330
161,4570,161,8,100
115,4940,181,72,930
83,3600,172,27,350
40,2091,145,10,130
136,5900,182,76,990
191,8671,162,34,440
37,1900,169,3,40
112,4340,159,39,510
124,5300,133,33,440
55,2680,179,48,630
59,2740,170,67,819
118,5140,179,38,490
75,3134,147,25,325
38,2070,160,45,585
68,2450,41,1,10
68,2990,148,8,100
51,2218,139,36,680
53,2530,169,38,490
56,2650,173,19,250
50,2220,166,10,130
110,4649,173,26,340
82,3690,173,59,770
58,2400,155,25,325
110,4550,164,38,490
98,4000,169,42,550
48,2010,144,19,250
51,2270,130,38,490
101,4521,156,11,140
104,4513,162,35,460
103,4680,165,24,310
68,2600,123,12,160
156,6380,184,87,1130
107,4370,138,38,490
99,3796,62,15,200
99,3980,123,39,510
191,8218,173,78,1020
114,4830,150,24,310
171,7230,161,43,560
43,1970,149,5,70
94,3994,180,23,300
132,5570,176,34,440
99,3920,146,37,480
135,5760,184,92,1200
72,3150,163,51,670
46,2030,177,23,300
61,2680,178,38,490
82,3540,142,31,310
88,4040,162,38,490
84,3560,68,7,91
104,4350,166,38,490
35,1728,119,12,160
104,4495,159,48,630
106,4550,181,38,490
140,6160,177,37,480
148,6430,182,30,390
146,6140,173,79,590
153,6400,173,38,490
139,5642,179,33,430
127,5860,161,33,429
97,3932,146,38,490
138,5850,170,45,590
57,2750,179,21,270
51,2430,178,29,380
154,6240,181,32,420
121,5342,181,73,950
225,9170,187,36,470
136,5920,175,92,1200
107,4910,172,14,180
96,4131,171,25,330
147,6510,167,55,720
90,3750,136,13,170
151,6888,180,55,720
154,6780,177,48,620
80,3380,163,38,490
73,2950,148,18,230
129,5900,182,29,380
151,6690,168,21,270
148,6570,173,26,340
128,5455,174,36,470
157,7057,185,38,490
93,3650,135,38,490
61,2780,166,26,340
60,2640,151,37,480
96,4310,128,38,410
126,5436,163,25,330
160,6790,175,33,430
85,3800,177,60,780
78,3480,162,56,730
105,4744,172,43,560
144,6389,181,24,309
143,5730,175,32,420
109,4607,165,9,105
110,4970,171,46,600
88,4270,172,32,468
108,4900,169,43,560
120,5238,171,28,360
72,3424,182,18,230
142,6030,183,34,440
152,6710,179,38,490
150,6735,182,44,570
246,10711,176,57,870
112,5247,184,74,1010
89,3796,175,46,600
158,6170,145,38,490
117,5040,177,76,990
178,7850,163,59,770
137,5786,164,52,680
79,3052,131,32,420
185,7791,173,76,990
98,3920,155,24,310
107,5040,170,11,140
144,6580,175,78,1010
116,5370,167,57,741
188,7850,152,54,700
137,6172,178,38,490
153,6550,167,34,440
138,6457,180,44,580
146,6290,175,79,1030
94,3900,151,22,290
49,2230,171,7,90
60,2720,163,6,80
136,5880,177,42,546
61,2940,159,64,830
159,6870,169,43,560
140,6390,187,64,830
86,3740,172,16,210
65,2720,171,17,220
76,3224,174,23,300
68,2760,182,22,280
80,3380,175,25,330
95,4303,182,38,490
153,6130,153,30,390
51,2467,160,19,260
75,3190,178,18,230
115,5190,178,95,1240
83,3770,174,25,330
51,2810,174,31,400
100,4840,179,83,1080
55,2410,143,11,140
76,3370,177,10,130
160,6730,177,34,450
55,2540,160,24,310
135,5796,180,69,900
148,6730,164,67,870
98,4820,164,24,310
115,4950,170,25,330
112,5040,180,20,260
135,5900,187,51,660
43,2060,163,42,540
118,5570,176,62,810
126,5370,183,66,870
136,5690,185,46,600
46,2190,164,25,330
95,3910,155,48,360
117,4829,178,25,330
122,5380,182,67,870
83,3550,175,26,340
155,6500,177,65,850
95,4530,154,7,90
73,3490,163,21,270
91,4340,151,24,310
118,5330,180,54,700
86,3980,180,37,480
92,4102,184,47,610
32,1710,153,24,310
128,5300,177,83,1079
75,3630,172,55,720
91,4108,167,45,590
158,6907,177,87,1131
96,4070,155,38,490
43,2310,164,5,70
110,4430,157,52,680
135,6100,173,34,442
82,3600,128,41,540
153,7001,188,70,910
224,9760,182,55,720
85,3620,176,23,300
68,3100,171,23,300
108,4774,183,40,520
128,5480,178,42,550
115,4480,169,46,600
98,4170,183,46,600
145,6530,182,35,460
132,6010,174,47,610
93,4160,173,102,1326
89,3954,172,38,490
195,8480,175,97,1259
80,3860,180,59,770
58,2800,164,49,640
64,2560,179,50,650
156,6580,172,60,780
242,11060,177,61,790
238,10498,174,83,1080
139,5890,182,76,990
117,5190,183,66,860
131,5862,178,67,870
136,5954,176,72,940
103,3900,176,87,1130
100,4139,170,84,1090
118,5400,174,18,230
124,5397,174,20,260
103,4440,171,35,460
69,2980,173,25,330
180,7340,181,89,1160
199,8086,163,69,900
84,3720,164,12,160
72,3100,182,24,310
85,4060,172,18,230
85,3637,142,11,140
189,8435,181,73,990
90,3609,175,19,240
74,3030,149,21,290
143,6100,182,72,940
99,3460,151,35,460
94,4095,174,34,440
53,2349,170,9,120
63,2700,168,27,350
49,2010,176,40,520
174,7830,179,70,910
67,2900,98,12,160
116,4880,164,26,340
146,5868,174,52,680
102,4608,181,38,490
112,4750,153,33,430
162,7047,170,42,550
143,6040,170,35,450
211,8740,180,47,610
196,8426,173,31,400
116,5040,172,18,230
44,2340,182,18,230
126,5420,159,57,740
77,3814,172,17,220
166,7192,183,38,490
127,5130,170,72,940
115,4620,169,38,590
140,5630,180,13,170
67,3130,164,35,460
106,4700,171,33,430
78,3150,168,38,490
132,5210,173,61,790
76,3470,172,51,670
128,5690,176,43,560
75,3380,169,29,380
84,3877,144,24,310
63,2780,176,16,210
72,3430,126,7,91
67,3150,154,25,325
110,4630,181,38,490
93,4310,167,35,460
71,3000,122,14,180
139,5770,162,115,1500
80,3380,156,74,962
150,6476,163,35,460
44,1864,76,5,70
54,2510,167,38,490
73,3150,152,30,180
78,3100,58,16,200
56,2630,173,32,420
52,2535,178,18,230
135,5705,167,50,650
58,2600,186,26,340
54,2420,167,28,360
44,2068,165,9,120
31,1750,102,7,91
36,1670,150,21,273
35,1746,156,7,90
45,2045,174,27,350
65,2880,170,230,18
66,3216,160,48,620
77,3140,149,47,620
99,4189,171,40,520
90,3850,178,48,620
55,2680,176,34,440
88,3870,178,34,440
110,4750,165,13,170
126,5542,175,18,230
39,1991,153,8,100
67,2780,148,38,490
100,4531,180,37,480
63,3030,173,20,270
181,7790,172,33,430
100,4300,166,52,680
33,1660,181,38,490
221,9737,176,69,900
224,9630,182,72,930
105,4280,167,58,750
74,3200,131,22,286
78,3430,137,22,286
81,3642,159,22,249
39,1720,150,16,210
200,8539,176,60,780
107,4430,125,31,400
54,2200,113,13,170
149,6390,166,106,1380
130,6009,187,38,490
141,6080,165,27,350
154,6280,170,47,610
184,8230,187,38,490
82,3674,178,100,1300
180,7770,177,52,676
73,3780,138,48,624
133,5530,169,45,590
52,2310,171,14,180
172,7220,174,62,490
39,1645,138,2,30
144,6030,167,83,560
192,8703,186,78,1010
72,3356,126,20,260
150,6385,177,38,490
143,6040,166,18,240
33,1780,180,13,170
132,5914,178,27,350
116,4752,169,16,210
111,4771,161,21,270
112,4875,161,27,350
125,5388,170,45,580
153,6310,177,42,540
173,7390,177,32,420
217,9070,176,38,490
157,6780,179,38,490
184,8140,188,50,650
153,6771,186,51,660
248,10880,150,67,870
120,5687,181,38,490
129,5510,173,31,410
125,5520,174,19,250
108,4840,171,31,400
196,8195,174,48,630
132,5750,182,49,640
171,7360,184,66,860
119,4830,166,38,490
190,7760,159,36,470
122,5728,184,39,510
54,2660,133,26,340
75,3310,175,38,490
154,6760,176,71,920
201,8834,183,92,1200
57,2984,170,40,520
181,7790,186,112,1460
80,3230,161,46,600
257,11569,186,111,1440
154,6640,167,81,1070
97,4370,173,39,510
58,2610,176,18,230
103,4320,172,39,510
116,4910,182,46,600
225,9646,179,69,900
121,5230,180,48,630
167,7270,173,79,1030
46,1900,95,2,30
190,8381,189,107,930
101,4050,179,29,370
66,3060,147,8,104
250,10920,176,89,1159
97,4470,150,50,650
128,5723,178,72,930
140,5640,181,115,1500
156,6330,178,38,490
77,3400,163,24,310
68,3010,164,58,350
73,2800,119,21,270
96,4400,171,34,440
144,6370,182,45,590
97,4240,179,23,300
136,5480,173,26,340
199,8740,181,95,1230
68,2970,186,38,490
102,3930,120,23,300
76,3070,130,22,290
75,3220,179,12,160
50,2894,153,16,210
49,2140,162,11,140
78,3160,174,12,160
261,11280,181,68,880
239,10480,176,54,700
46,2100,163,19,250
52,2550,178,13,160
91,3790,127,13,170
80,3350,165,38,490
151,6470,184,112,1460
162,6210,169,46,600
81,3100,82,23,300
115,4770,178,58,750
182,7977,174,73,949
54,2530,175,22,290
154,6240,172,96,1248
67,3090,149,20,260
160,6540,176,52,680
200,8630,178,83,1130
105,4220,169,44,570
36,1640,157,14,182
205,8938,175,89,1190
125,5240,159,37,480
119,5273,149,11,410
80,3640,152,38,490
127,5420,162,67,450
134,6050,179,42,550
120,5199,167,95,1240
76,3420,174,57,740
79,3433,147,36,470
76,3360,171,18,230
102,4650,167,31,400
41,2040,143,9,120
49,2400,178,26,340
125,5260,145,38,490
94,4310,174,76,990
96,4510,175,45,590
109,4493,121,28,370
167,7188,173,79,1030
101,3900,174,17,220
36,1732,173,25,330
163,7040,176,127,1000
141,5700,173,48,620
108,4702,176,26,340
110,4939,181,31,400
154,6650,172,53,700
45,2399,163,15,200
146,6458,175,95,1235
159,7226,180,63,820
229,9881,169,83,1080
105,4630,181,38,490
138,5900,177,38,490
33,1533,178,20,260
73,3410,174,25,330
165,7160,182,60,780
139,6140,168,25,330
115,5143,181,43,560
85,3740,178,55,720
119,5070,176,40,520
64,2810,178,19,250
103,4460,185,86,1120
146,6072,182,40,520
84,3590,132,42,550
157,7080,176,67,870
40,1650,172,46,600
36,1630,176,27,350
65,2900,170,41,530
67,2960,160,28,370
77,3200,182,17,220
67,2930,183,19,250
235,10163,160,89,1160
128,5520,184,22,280
157,6540,185,57,740
137,5660,172,38,390
108,5040,173,27,340
73,3270,179,45,580
126,5328,181,39,510
131,5632,172,34,440
62,2800,176,35,460
84,3580,172,38,490
109,4430,177,70,910
120,5220,166,42,540
67,2910,181,13,170
100,4170,177,33,490
92,3909,158,26,340
197,8560,186,89,1160
166,7451,180,97,1280
74,3269,161,39,500
162,6810,176,41,530
232,9850,181,82,1070
190,7750,182,43,560
65,2500,81,38,490
133,5370,170,49,640
77,3590,177,20,260
155,6780,169,49,640
77,3250,155,18,230
100,4600,120,19,250
105,4920,174,48,620
141,6370,171,106,1369
138,6444,177,67,870
127,5710,176,66,860
128,5910,182,75,980
126,5980,178,44,570
98,4412,174,38,490
136,5936,188,36,470
142,6020,184,95,1240
132,5709,184,51,680
152,7010,170,69,897
103,4590,180,42,550
90,3790,169,26,340
62,2900,170,30,390
60,2600,168,26,340
114,5190,186,76,980
105,4480,186,75,980
116,4660,130,65,850
50,2110,113,13,490
138,6181,181,98,1274
156,7020,185,81,1050
206,9383,181,45,590
60,2260,173,38,490
86,3670,170,41,530
66,2853,131,22,280
70,3040,162,35,455
150,6300,176,37,480
85,3480,134,13,170
68,3140,163,14,160
47,2236,96,14,182
47,1970,115,22,286
49,2190,159,9,120
55,2750,146,22,290
56,2460,146,19,247
63,2675,170,9,120
97,4740,183,31,400
50,2422,177,20,260
59,2780,167,36,468
110,4500,154,38,490
31,1490,132,15,195
41,1830,174,35,460
44,2160,174,38,500
41,1990,171,45,585
40,1986,160,25,330
41,1420,92,8,169
158,6830,167,45,580
79,3120,94,38,490
127,5520,177,48,630
61,2640,161,33,430
118,4320,122,38,490
102,4249,172,38,490
118,4960,168,23,300
36,1859,162,2,30
71,3250,183,38,500
84,3784,177,28,370
145,6060,184,43,560
132,5773,160,33,430
181,7968,170,38,490
128,5570,166,92,1200
167,6770,140,42,450
140,6295,178,61,790
35,1870,168,9,120
40,1950,155,40,520
43,2310,160,16,210
131,5810,176,39,510
74,2790,160,38,490
179,7190,177,53,690
244,11116,177,66,860
220,9910,174,73,950
85,3687,173,38,490
100,4105,174,84,1090
82,3880,163,44,649
114,4210,107,23,300
38,1818,143,35,455
79,3390,163,23,300
137,6130,188,38,490
141,6095,151,71,920
52,2320,157,42,550
138,5870,179,31,400
110,4748,177,73,470
118,5000,169,32,420
140,6180,169,109,1420
159,6984,182,38,490
81,3610,174,16,210
176,7500,174,38,490
76,3400,176,27,350
165,6790,180,29,380
118,4970,167,45,560
148,6600,167,20,260
135,5630,176,66,860
115,4600,120,20,260
112,5315,174,47,610
112,5079,176,29,380
85,3560,69,21,270
80,3340,150,36,470
115,5140,179,35,450
80,3720,172,31,400
218,9827,182,38,490
76,3220,147,32,380
91,4110,143,14,180
101,4900,170,38,390
98,4300,173,104,1352
151,6700,177,37,480
150,6340,184,17,276
81,3270,133,15,200
102,4480,166,42,564
99,4318,181,72,510
100,4320,172,91,930
142,6400,159,58,750
133,5510,184,39,510
130,5488,166,33,430
121,5560,177,43,560
56,3340,166,14,180
64,2800,154,11,140
37,1690,141,6,80
120,5637,179,38,490
124,5723,175,25,330
143,6100,178,75,980
241,10526,173,87,1130
151,6680,173,42,690
149,6485,178,41,530
64,2650,87,15,190
61,2652,138,23,300
126,5700,176,43,560
142,5751,172,48,620
128,5288,180,28,360
62,3000,131,26,340
112,4816,166,17,230
118,4999,177,68,880
179,8050,179,93,1480
183,8300,186,65,850
104,4660,178,30,390
93,4168,163,38,490
122,5710,173,74,962
98,4170,166,28,360
117,4825,151,38,490
47,2300,168,13,170
52,2300,176,7,90
131,5200,169,50,650
113,5080,167,19,250
161,6993,183,48,620
74,3080,142,20,260
249,11120,182,82,1070
169,7270,173,79,1030
74,3306,174,38,490
98,4100,177,33,430
70,3230,178,7,90
139,6120,182,35,450
104,4130,124,52,680
149,6450,178,58,760
106,4700,181,47,610
66,3090,182,24,310
52,2540,159,14,180
71,3300,175,40,520
65,3127,179,34,440
61,2550,180,22,290
44,2303,165,38,490
78,3680,176,26,340
80,3550,170,65,850
94,4100,179,81,1050
165,7620,183,109,1420
61,2857,166,22,340
138,5700,178,92,1190
135,6141,175,76,990
155,6750,169,57,740
149,6358,178,65,850
145,6050,172,33,430
52,2449,170,10,130
83,3670,146,35,460
85,3464,131,27,350
47,2450,179,18,230
76,3310,112,17,220
51,2300,175,46,600
48,2199,180,28,360
83,3370,184,33,430
155,6635,177,64,830
113,4980,174,11,140
89,4460,161,40,520
86,3705,119,16,210
128,5490,165,38,490
65,2830,179,23,300
167,6635,100,26,340
81,3590,177,28,360
27,1490,155,6,80
105,4300,155,20,260
140,5850,168,92,680
122,5546,177,30,390
98,4135,162,28,370
127,5550,172,79,1030
150,6721,179,55,720
147,6560,185,59,770
90,3740,166,33,430
98,4100,179,123,1210
81,3617,182,10,130
101,4160,138,28,360
65,2750,173,10,130
75,3301,181,16,210
169,7528,170,57,740
46,2340,176,29,370
226,10045,172,67,870
128,5800,184,68,880
29,1360,168,11,140
131,5701,172,28,360
91,3834,166,35,200
138,5950,172,38,490
127,5515,168,21,270
197,8580,185,60,790
95,4160,182,28,370
105,4590,187,48,620
158,6700,182,109,1420
58,2600,156,16,210
60,2812,157,11,140
62,2740,175,36,470
250,10400,179,79,1020
32,1520,159,29,430
97,4082,171,37,480
124,5519,178,86,1120
101,4350,171,71,920
142,6000,179,50,650
137,5920,178,66,860
157,6470,170,18,234
129,5687,152,38,490
88,3600,155,29,380
158,7240,172,123,789
150,6760,175,94,1220
198,8960,181,161,2090
141,6310,180,51,660
120,5460,153,21,270
154,6750,174,31,400
76,3450,180,37,490
100,4180,161,16,210
76,3490,170,21,280
83,3610,189,22,290
120,4975,154,44,570
70,2940,177,20,260
60,2480,175,43,560
140,6152,184,57,740
155,6370,184,80,1040
90,3720,179,20,260
107,4526,163,45,590
188,8603,188,64,1080
73,3070,128,8,100
83,3400,178,11,140
81,3540,170,31,410
113,4920,171,43,560
123,5430,152,44,570
135,5900,183,68,290
124,5070,176,43,560
84,3530,131,38,490
146,6000,173,37,480
108,4800,169,68,880
117,5140,181,110,1430
142,5920,182,48,620
133,5350,161,61,871
156,6600,182,80,1040
109,4700,166,24,310
140,5740,181,47,610
116,5360,180,41,530
67,2920,169,61,790
73,3220,172,19,250
38,1900,155,16,360
88,3910,178,26,340
214,8840,182,90,1170
80,3637,139,23,300
56,2730,173,20,260
183,8222,174,22,290
38,2127,158,6,80
63,2852,142,18,230
78,3000,142,33,429
55,2550,183,44,570
136,6059,168,31,400
64,2900,178,34,440
154,7180,183,70,910
60,2520,87,11,143
61,2580,134,12,160
105,4190,126,24,312
49,2330,154,18,234
53,2530,168,19,250
90,3670,135,28,360
31,1450,114,13,490
30,1550,98,11,140
46,2250,83,11,143
41,1920,152,31,403
55,2390,130,15,200
35,1910,164,19,250
111,5170,170,41,530
110,4960,173,25,330
89,3928,164,21,170
61,2630,143,12,160
111,4522,179,69,410
35,1950,100,7,91
187,8145,183,57,740
126,5520,175,59,770
44,2030,181,47,610
73,3000,121,12,12
118,5300,176,50,650
88,3860,158,21,273
85,3640,179,33,430
100,4173,141,29,370
82,3830,178,38,490
74,3290,173,16,210
104,4210,171,38,490
64,2930,159,33,430
59,2500,169,19,250
114,4668,177,45,580
32,1730,167,18,230
34,1650,183,138,1799
108,4627,153,27,350
95,3940,159,56,730
78,3580,170,33,448
125,5040,158,38,490
77,3490,176,38,21
63,2440,127,38,490
164,7280,157,64,830
145,6475,178,61,790
153,6390,181,20,260
97,4199,165,82,1066
162,7260,184,78,1010
102,4620,153,66,858
113,4790,136,33,429
123,5338,171,45,590
166,7090,171,43,560
99,4310,157,18,230
82,3800,182,36,470
65,3060,171,18,230
167,7460,183,81,1050
35,1560,154,6,80
150,6160,172,32,420
69,3200,168,53,320
70,3034,119,9,117
147,5880,172,47,610
169,7533,180,59,770
142,6140,174,77,1000
118,5380,186,15,200
111,4710,167,48,490
56,2580,175,42,550
114,4800,167,37,480
116,5210,170,22,290
140,6170,173,67,860
139,6080,144,19,250
154,6880,173,30,390
221,9745,181,51,680
74,3160,185,31,400
66,2720,176,28,360
92,3830,169,7,90
111,4990,185,29,380
118,4880,176,24,310
58,2600,149,26,340
55,1730,153,19,250
145,5940,180,39,530
123,5350,181,35,460
150,6900,174,38,490
93,4310,166,60,780
181,7450,160,27,350
168,7480,154,45,580
